CLAVEAGRP|DIVISION|GRUPO|CLASE|SUBCLASE|ARTICULO|DESCRIPCION
811100|800000|810000|811000|811100||Enseñanza preescolar y enseñanza primaria/EGB|
811101|800000|810000|811000|811100|811101|Aranceles de jardín de infantes 2 a 4 años|
811102|800000|810000|811000|811100|811102|Matrícula de jardín de infantes 2 a 4 años|
811104|800000|810000|811000|811100|811104|Aranceles de preescolar|
811105|800000|810000|811000|811100|811105|Matrícula de preescolar|
811107|800000|810000|811000|811100|811107|Aranceles de enseñanza primaria/EGB|
811108|800000|810000|811000|811100|811108|Matrícula de enseñanza primaria/EGB|
811200|800000|810000|811000|811200||Enseñanza secundaria/polimodal|
811201|800000|810000|811000|811200|811201|Aranceles de enseñanza secundaria/polimodal|
811202|800000|810000|811000|811200|811202|Matrícula de enseñanza secundaria/polimodal|
811300|800000|810000|811000|811300||Enseñanza superior o universitaria|
811301|800000|810000|811000|811300|811301|Aranceles de enseñanza superior o universitaria|
811302|800000|810000|811000|811300|811302|Matrícula de enseñanza superior o universitaria|
811400|800000|810000|811000|811400||Enseñanza especial|
811401|800000|810000|811000|811400|811401|Aranceles y matrícula  de enseñanza especial|
812000|800000|810000|812000|||Enseñanza no formal (no atribuible a ningún nivel)|
812100|800000|810000|812000|812100||Enseñanza no  formal (no atribuible a ningún nivel)|
812101|800000|810000|812000|812100|812101|Clases o cursos de apoyo|
812102|800000|810000|812000|812100|812102|Cursos de computación|
812103|800000|810000|812000|812100|812103|Enseñanza artística (danzas, guitarra, pintura, canto, etc.)|
812104|800000|810000|812000|812100|812104|Enseñanza técnica y comercial (curso de impuestos, secretariado, dactilografía, electricista, electromecánico, etc.)|
812105|800000|810000|812000|812100|812105|Idioma extranjero|
812106|800000|810000|812000|812100|812106|Otros cursos de educación no formal (cocina, repostería, corte y confección, peluquería, artesanías, etc.)|
820000|800000|820000||||TEXTOS Y ÚTILES ESCOLARES|
821000|800000|820000|821000|||Textos|
821100|800000|820000|821000|821100||Textos de estudio|
821101|800000|820000|821000|821100|821101|Textos primarios y de EGB|
821102|800000|820000|821000|821100|821102|Textos secundarios y de polimodal|
821103|800000|820000|821000|821100|821103|Textos universitarios y de formación profesional|
821104|800000|820000|821000|821100|821104|Otros textos educativos (trabajos prácticos, apuntes)|
822000|800000|820000|822000|||Material escolar y técnico (incluye papel y útiles escolares)|
822100|800000|820000|822000|822100||Material escolar y técnico (incluye papel y útiles escolares)|
822101|800000|820000|822000|822100|822101|Adhesivos escolares para actividades educativas|
822102|800000|820000|822000|822100|822102|Anotador, block, repuesto  para carpeta, resma para impresora|
822103|800000|820000|822000|822100|822103|Bolígrafo, lapicera, roller, lápiz mecánico, porta mina|
822104|800000|820000|822000|822100|822104|Carpetas|
822105|800000|820000|822000|822100|822105|Cartucheras y canoplas|
822106|800000|820000|822000|822100|822106|Compás|
822107|800000|820000|822000|822100|822107|Cuaderno|
822108|800000|820000|822000|822100|822108|Fotocopias|
822109|800000|820000|822000|822100|822109|Goma de borrar|
822110|800000|820000|822000|822100|822110|Lápiz de color, pastel, cera, temperas|
822111|800000|820000|822000|822100|822111|Lápiz negro|
822112|800000|820000|822000|822100|822112|Marcadores, resaltadores|
822113|800000|820000|822000|822100|822113|Material de dibujo, pintura y cerámica|
822114|800000|820000|822000|822100|822114|Material para dibujo técnico|
822115|800000|820000|822000|822100|822115|Papel para forrar, glacé, cartulina, etiquetas, sobres, mapas escolares|
822116|800000|820000|822000|822100|822116|Regla, escuadra, transportador|
822117|800000|820000|822000|822100|822117|Otros materiales escolares|
900000|900000|||||BIENES Y SERVICIOS VARIOS|
910000|900000|910000||||TABACO|
911000|900000|910000|911000|||Cigarrillos y tabaco (incluye accesorios)|
911100|900000|910000|911000|911100||Cigarrillos y tabaco (incluye accesorios)|
911101|900000|910000|911000|911100|911101|Cigarrillos|
911102|900000|910000|911000|911100|911102|Cigarros, cigarritos, tabaco|
911103|900000|910000|911000|911100|911103|Encendedor - carga|
911104|900000|910000|911000|911100|911104|Hojas de coca|
911105|900000|910000|911000|911100|911105|Pipa, boquilla, accesorios|
920000|900000|920000||||BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL|
921000|900000|920000|921000|||Servicios para el cuidado personal|
921100|900000|920000|921000|921100||Servicios para el cuidado personal|
921101|900000|920000|921000|921100|921101|Manicuría, pedicuría y depilación|
921102|900000|920000|921000|921100|921102|Peluquería para hombre|
921103|900000|920000|921000|921100|921103|Peluquería para mujer|
921104|900000|920000|921000|921100|921104|Peluquería para niño|
921105|900000|920000|921000|921100|921105|Otros servicios para el cuidado personal|
922000|900000|920000|922000|||Aparatos eléctricos para el cuidado personal|
922100|900000|920000|922000|922100||Aparatos eléctricos para el cuidado personal|
922101|900000|920000|922000|922100|922101|Máquinas de afeitar, depiladoras eléctricas|
922102|900000|920000|922000|922100|922102|Secadores, planchita, enrulador de cabello|
922103|900000|920000|922000|922100|922103|Mantas y almohadillas eléctricas|
922104|900000|920000|922000|922100|922104|Otros aparatos eléctricos para el cuidado personal: masajeador, etc.|
922105|900000|920000|922000|922100|922105|Reparación de aparatos eléctricos para el cuidado personal|
923000|900000|920000|923000|||Otros aparatos no eléctricos y artículos para el cuidado personal|
923100|900000|920000|923000|923100||Artículos descartables para el cuidado personal|
923101|900000|920000|923000|923100|923101|Cepillos dentales, hilo dental, palillos interdentales|
923102|900000|920000|923000|923100|923102|Hoja de afeitar, repuesto para máquina de afeitar, máquina de afeitar|
923103|900000|920000|923000|923100|923103|Pañales descartables para adultos|
923104|900000|920000|923000|923100|923104|Pañales descartables para bebés|
923105|900000|920000|923000|923100|923105|Papel higiénico|
923106|900000|920000|923000|923100|923106|Pañuelos de papel|
923107|900000|920000|923000|923100|923107|Toallas faciales, toallas humedecidas|
923108|900000|920000|923000|923100|923108|Toallas higiénicas, tampones, protectores diarios|
923109|900000|920000|923000|923100|923109|Otros artículos descartables para el cuidado personal|
923200|900000|920000|923000|923200||Artículos de higiene y tocador (incluye productos de belleza)|
923201|900000|920000|923000|923200|923201|Colonia, loción, perfume|
923202|900000|920000|923000|923200|923202|Cosméticos: base, rubor, etc..|
923203|900000|920000|923000|923200|923203|Crema de afeitar, espuma|
923204|900000|920000|923000|923200|923204|Crema de belleza, de manos, de limpieza, nutritiva, demaquilladora, para el cuerpo, bronceadores, etc..|
923205|900000|920000|923000|923200|923205|Champú, crema de enjuague, acondicionador|
923206|900000|920000|923000|923200|923206|Delineador, rímel, sombra|
923207|900000|920000|923000|923200|923207|Dentífrico|
923208|900000|920000|923000|923200|923208|Desodorante|
923209|900000|920000|923000|923200|923209|Esmalte y quitaesmalte|
923210|900000|920000|923000|923200|923210|Fijador para el pelo, mousse, gel|
923211|900000|920000|923000|923200|923211|Jabón de tocador|
923212|900000|920000|923000|923200|923212|Lápiz labial|
923213|900000|920000|923000|923200|923213|Talco|
923214|900000|920000|923000|923200|923214|Tintura, matizador, oxidante|
923215|900000|920000|923000|923200|923215|Otros artículos de tocador|
923300|900000|920000|923000|923300||Otros artículos para el cuidado personal no eléctricos|
923301|900000|920000|923000|923300|923301|Alicate, tijera, pinza|
923302|900000|920000|923000|923300|923302|Peine, cepillo para el pelo, brocha de afeitar|
923303|900000|920000|923000|923300|923303|Otros artículos para el cuidado personal: masajeador,  bolsa de agua caliente, etc..|
930000|900000|930000||||EFECTOS PERSONALES|
931000|900000|930000|931000|||Joyerías y relojes|
931100|900000|930000|931000|931100||Joyerías, relojes pulsera, de pared y despertador|
931101|900000|930000|931000|931100|931101|Alhaja|
931102|900000|930000|931000|931100|931102|Fantasía|
931103|900000|930000|931000|931100|931103|Reloj pulsera|
931104|900000|930000|931000|931100|931104|Reloj despertador, reloj de viaje|
931105|900000|930000|931000|931100|931105|Reparación de alhajas, relojes|
932000|900000|930000|932000|||Otros efectos personales|
932100|900000|930000|932000|932100||Otros efectos personales|
932101|900000|930000|932000|932100|932101|Bolso, bolsón de viaje, mochila|
932102|900000|930000|932000|932100|932102|Mochila escolar o deportiva|
932103|900000|930000|932000|932100|932103|Mochila para transportar bebés y cambiador|
932104|900000|930000|932000|932100|932104|Portafolios|
932105|900000|930000|932000|932100|932105|Valija para viaje|
932106|900000|930000|932000|932100|932106|Otros bienes diversos|
932107|900000|930000|932000|932100|932107|Mantenimiento y reparación de estos bienes|
940000|900000|940000||||PROTECCION SOCIAL|
941000|900000|940000|941000|||Servicios de protección social|
941100|900000|940000|941000|941100||Residencias y geriátricos|
941101|900000|940000|941000|941100|941101|Geriátrico con alojamiento|
941102|900000|940000|941000|941100|941102|Geriátrico sin alojamiento|
941103|900000|940000|941000|941100|941103|Residencias de ancianos con alojamiento|
941104|900000|940000|941000|941100|941104|Residencias de ancianos sin alojamiento|
941200|900000|940000|941000|941200||Otros servicios de protección social|
941201|900000|940000|941000|941200|941201|Guardería|
950000|900000|950000||||SEGUROS|
951000|900000|950000|951000|||Seguro de vida|
951100|900000|950000|951000|951100||Seguro de vida|
951101|900000|950000|951000|951100|951101|Seguro de vida|
952000|900000|950000|952000|||Seguros de la vivienda y otros|
952100|900000|950000|952000|952100||Seguros de la vivienda y otros|
952101|900000|950000|952000|952100|952101|Seguros relacionados con la vivienda|
952102|900000|950000|952000|952100|952102|Seguros de retiro|
952103|900000|950000|952000|952100|952103|Otros seguros, seguros de sepelio, etc...  (excepto de automotores y de vida)|
960000|900000|960000||||SERVICIOS FINANCIEROS|
961000|900000|960000|961000|||Servicios financieros|
961100|900000|960000|961000|961100||Servicios financieros|
961101|900000|960000|961000|961100|961101|Alquiler de caja de seguridad|
961102|900000|960000|961000|961100|961102|Costo de mantenimiento de caja de ahorro|
961103|900000|960000|961000|961100|961103|Cargo por tarjeta de crédito|
961104|900000|960000|961000|961100|961104|Giros y transferencias|
970000|900000|970000||||OTROS SERVICIOS NO DECLARADOS ANTERIORMENTE|
971000|900000|970000|971000|||Otros servicios|
971100|900000|970000|971000|971100||Otros servicios|
971101|900000|970000|971000|971100|971101|Abonos para servicios profesionales (excluidos servicio de la salud)|
971102|900000|970000|971000|971100|971102|Albergue transitorio, hotel por horas|
971103|900000|970000|971000|971100|971103|Cuotas de afiliación a asociaciones profesionales y  otras que brindan servicios varios,  -A.C.A.-|
971104|900000|970000|971000|971100|971104|Fiesta (salón, orquesta, animación, cotillón, fotografía, filmación, comida, bebida, arreglos florales, etc..)|
971105|900000|970000|971000|971100|971105|Gastos por comisiones de inmobiliarias y gestores|
971106|900000|970000|971000|971100|971106|Gastos por obtención de documentos|
971107|900000|970000|971000|971100|971107|Compra o alquiler de nicho, panteón, parcela en cementerio público o privado|
971108|900000|970000|971000|971100|971108|Servicio de sepelio|
971109|900000|970000|971000|971100|971109|Otros gastos funerarios: derechos, impuestos, flores, ceremonia religiosas, etc..|
971110|900000|970000|971000|971100|971110|Servicios profesionales: abogado, contador, escribano, arquitecto, etc.., excluidos los de la salud|
971111|900000|970000|971000|971100|971111|Reproducciones de documentos (sellos, impuestos, legalizaciones, etc..)|
971112|900000|970000|971000|971100|971112|Pago por noticias y anuncios en la prensa, avisos clasificados|
971113|900000|970000|971000|971100|971113|Otros servicios personales no incluidos anteriormente|
