codigo_ocupacion;descripcion_ocupacion
64139;Cuenta propia con operación de sistemas y/o equipos informatizados de la producción pesquera- Calificación ignorada
64201;Jefes de la producción pesquera- Calificación profesional
64202;Jefes de la producción pesquera- Calificación técnica
64203;Jefes de la producción pesquera- Calificación operativa
64209;Jefes de la producción pesquera- Calificación ignorada
64311;Trabajadores sin operación de maquinarias de la producción pesquera- Calificaciónprofesional
64312;Trabajadores sin operación de maquinarias de la producción pesquera- Calificación técnica
64313;Trabajadores sin operación de maquinarias de la producción pesquera- Calificación operativa
64314;Trabajadores sin operación de maquinarias de la producción pesquera - No calificados
64319;Trabajadores sin operación de maquinarias de la producción pesquera- Calificación ignorada
64321;Operadores de maquinaria y/o equipos electromecánicos de la producción pesquera- Calificaciónprofesional
64322;Operadores de maquinaria y/oequipos electromecánicos de la producción pesquera- Calificación técnica
64323;Operadores de maquinaria y/o equipos electromecánicos de la producción pesquera- Calificación operativa
64324;Operadores de maquinaria y/o equipos electromecánicos de la producción pesquera - No calificados
64329;Operadores de maquinaria y/o equipos electromecánicos de la producción pesquera- Calificación ignorada
64331;Operadores de sistemas y/o equipos informatizados de la producción pesquera- Calificaciónprofesional
64332;Operadores de sistemas y/o equipos informatizados de la producción pesquera- Calificación técnica
64333;Operadores de sistemas y/o equipos informatizados de la producción pesquera- Calificación operativa
64334;Operadores de sistemas y/o equipos informatizados de la producción pesquera - No calificados
64339;Operadores de sistemas y/o equipos informatizados de la producción pesquera- Calificación ignorada
65111;Cuenta propia sin operación de maquinarias de la caza- Calificación profesional
65112;Cuenta propia sin operación de maquinarias de la caza- Calificación técnica
65113;Cuenta propia sin operación de maquinarias de la caza- Calificación operativa
65119;Cuenta propia sin operación de maquinarias de la caza- Calificación ignorada
65121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la caza- Calificación profesional
65122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la caza- Calificación técnica
65123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la caza- Calificación operativa
65129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la caza- Calificación ignorada
65131;Cuenta propia con operación de sistemas y/o equipos informatizados de la caza- Calificación profesional
65132;Cuenta propia con operación de sistemas y/o equipos informatizados de la caza- Calificación técnica
65133;Cuenta propia con operación de sistemas y/o equipos informatizados de la caza- Calificación operativa
65139;Cuenta propia con operación de sistemas y/o equipos informatizados de la caza- Calificación ignorada
65201;Jefes de la caza- Calificación profesional
65202;Jefes de la caza- Calificación técnica
65203;Jefes de la caza- Calificación operativa
65209;Jefes de la caza- Calificación ignorada
65311;Trabajadores sin operación de maquinarias de la caza- Calificación profesional
65312;Trabajadores sin operación de maquinarias de la caza- Calificación técnica
65313;Trabajadores sin operación de maquinarias de la caza- Calificación operativa
65314;Trabajadores sin operación de maquinarias de la caza - No calificados
65319;Trabajadores sin operación de maquinarias de la caza- Calificación ignorada
65321;Operadores de maquinaria y/o equipos electromecánicos de la caza - Calificación profesional
65322;Operadores de maquinaria y/o equipos electromecánicos de la caza - Calificación técnica
65323;Operadores de maquinaria y/o equipos electromecánicos de la caza- Calificación operativa
65324;Operadores de maquinaria y/o equipos electromecánicos de la caza - No calificados
65329;Operadores de maquinaria y/o equipos electromecánicos de la caza- Calificación ignorada
65331;Operadores de sistemas y/o equipos informatizados de la caza- Calificación profesional
65332;Operadores de sistemas y/o equipos informatizados de la caza Calificación técnica
65333;Operadores de sistemas y/o equipos informatizados de la caza Calificación operativa
65334;Operadores de sistemas y/o equipos informatizados de la caza- No calificados
65339;Operadores de sistemas y/o equipos informatizados de la caza Calificación ignorada
70111;Cuenta propia sin operación de maquinarias de la producción extractiva- Calificación profesional
70112;Cuenta propia sin operación de maquinarias de la producción extractiva- Calificación técnica
70113;Cuenta propia sin operación de maquinarias de la producción extractiva- Calificación operativa
70119;Cuenta propia sin operación de maquinarias de la producción extractiva- Calificación ignorada
70121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción extractiva- Calificación profesional
70122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción extractiva- Calificación técnica
70123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción extractiva- Calificación operativa
70129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción extractiva- Calificación ignorada
70131;Cuenta propia con la operación de sistemas y/o equipos informatizados de la producción extractiva- Calificación profesional
70132;Cuenta propia con la operación de sistemas y/o equipos informatizados de la producción extractiva- Calificación técnica
70133;Cuenta propia con la operación de sistemas y/o equipos informatizados de la producción extractiva- Calificación operativa
70139;Cuenta propia con la operación de sistemas y/o equipos informatizados de la producción extractiva- Calificación ignorada
70201;Jefes de la producción extractiva- Calificación profesional
70202;Jefes de la producción extractiva- Calificación técnica
70203;Jefes de la producción extractiva- Calificación operativa
70209;Jefes de la producción extractiva- Calificación ignorada
70311;Trabajadores sin operación de maquinarias de la producción extractivaCalificación profesional
70312;Trabajadores sin operación de maquinarias de la producción extractivaCalificación técnica
70313;Trabajadores sin operación de maquinarias de la producción extractiva- Calificación operativa
70314;Trabajadores sin operación de maquinarias de la producción extractiva- No calificados
70319;Trabajadores sin operación de maquinarias de la producción extractiva- Calificación ignorada
70321;Operadores de maquinaria y/o equipos electromecánicos de laproducción extractiva- Calificación profesional
70322;Operadores de maquinaria y/o equipos electromecánicos de laproducción extractiva- Calificación técnica
70323;Operadores de maquinaria y/o equipos electromecánicos de laproducción extractiva- Calificación operativa
70324;Operadores de maquinaria y/o equipos electromecánicos de laproducción extractiva - No calificados
70329;Operadores de maquinaria y/o equipos electromecánicos de laproducción extractiva- Calificación ignorada
70331;Operadores de sistemas y/o equiposinformatizados de la producción extractiva- Calificación profesional
70332;Operadores de sistemas y/o equiposinformatizados de la producción extractiva Calificación técnica
70333;Operadores de sistemas y/o equiposinformatizados de la producción extractiva- Calificación operativa
70334;Operadores de sistemas y/o equiposinformatizados de la producción extractiva- No calificados
70339;Operadores de sistemas y/o equiposinformatizados de la producción extractiva- Calificación ignorada
71111;Cuenta propia sin operación de maquinarias de la producción de energía, agua y gas- Calificación profesional
71112;Cuenta propia sin operación de maquinarias de la producción de energía, agua y gas- Calificación técnica
71113;Cuenta propia sin operación de maquinarias de la producción de energía, agua y gas - Calificación operativa
71119;Cuenta propia sin operación de maquinarias de la producción de energía, agua y gas- Calificación ignorada
71121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción de energia, agua y gas - Calificación profesional
71122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción de energia, agua y gas - Calificación técnica
71123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción de energia, agua y gas- Calificación operativa
71129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la producción de energia, agua y gas- Calificación ignorada
71131;Cuenta propia con la operación de sistemas y/o equipos informatizados de la producción de energia, agua y gas- Calificación profesional
71132;Cuenta propia con la operación de sistemas y/o equipos informatizados de la producción de energia, agua y gas - Calificación técnica
71133;Cuenta propia con la operación de sistemas y/o equipos informatizados de la producción de energia, agua y gas- Calificación operativa
71139;Cuenta propia con la operación de sistemas y/o equipos informatizados de la producción de energia, agua y gas- Calificación ignorada
71201;Jefes de la producción de energia, agua y gas - Calificación profesional
71202;Jefes de la producción de energia, agua y gas - Calificación técnica
71203;Jefes de la producción de energia, agua y gas - Calificación operativa
71209;Jefes de la producción de energia, agua y gas - Calificación ignorada
71311;Trabajadores sin operación de maquinarias de la producción de energia, agua y gas - Calificación profesional
71312;Trabajadores sin operación de maquinarias de la producción de energia, agua y gas - Calificación técnica
71313;Trabajadores sin operación de maquinarias de la producción de energia, agua y gas - Calificación operativa
71314;Trabajadores sin operación de maquinarias de la producción de energia, agua y gas - No calificados
71319;Trabajadores sin operación de maquinarias de la producción de energia, agua y gas - Calificación ignorada
71321;Operadores de maquinaria y/o equipos electromecánicos de la producción de energia, agua y gas Calificaciónprofesional
71322;Operadores de maquinaria y/o equipos electromecánicos de la producción de energia, agua y gas Calificacióntécnica
71323;Operadores de maquinaria y/o equipos electromecánicos de la producción de energia, agua y gas Calificación operativa
71324;Operadores de maquinaria y/o equipos electromecánicos de la producción de energía, agua y gas- No calificados
71329;Operadores de maquinaria y/o equipos electromecánicos de la producción de energia, agua y gas Calificación ignorada
71331;Operadores de sistemas y/o equipos informatizados de la producción de energia, agua y gas- Calificación profesional
71332;Operadores de sistemas y/o equipos informatizados de la producción de energia, agua y gas- Calificación técnica
71333;Operadores de sistemas y/o equipos informatizados de la producción de energia, agua y gas- Calificación operativa
71334;Operadores de sistemas y/o equipos informatizados de la producción de energia, agua y gas- No calificados
71339;Operadores de sistemas y/o equipos informatizados de la producción de energia, agua y gas- Calificación ignorada
72111;Cuenta propia sin operación de maquinarias de la construcción edilicia y de obras de infraestructura y de redes de distribución de energia, agua potable, gas y telefonía - Calificación
72112;Cuenta propia sin operación de maquinarias de la construcción edilicia y de obras de infraestructura y de redes de distribución de energia, agua potable, gas y telefonía - Calificación
72113;Cuenta propia sin operación de maquinarias de la construcción edilicia y de obras de infraestructura y de redes de distribución de energia, agua potable, gas y telefonía - Calificación
72114;Cuenta propia sin operación de maquinarias de la construcción edilicia y de obras de infraestructura y de redes de distribución de energia, agua potable, gas y telefonía - No calificados
72119;Cuenta propia sin operación de maquinarias de la construcción edilicia y de obras de infraestructura y de redes de distribución de energia, agua potable, gas y telefonía - Calificación
72121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, ga
72122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, ga
72123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, ga
72129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, ga
72131;Cuenta propia con operación de sistemas y/o equipos informatizados de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, gas y t
72132;Cuenta propia con operación de sistemas y/o equipos informatizados de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, gas y t
72133;Cuenta propia con operación de sistemas y/o equipos informatizados de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, gas y t
72139;Cuenta propia con operación de sistemas y/o equipos informatizados de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, gas y t
72201;Jefes de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, gas y telefonía Calificación profesional
72202;Jefes de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, gas y telefonía Calificación técnica
72203;Jefes de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, gas y telefonía- Calificación operativa
72209;Jefes de la construcción edilicia y de obras de infraestructura y de redes de distribución de energía, agua potable, gas y telefonía- Calificación ignorada
72311;Trabajadores sin operación de maquinarias de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas y telefonía- Calificación pro
72312;Trabajadores sin operación de maquinarias de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas y telefonía- Calificación téc
72313;Trabajadores sin operación de maquinarias de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas y telefonía- Calificación ope
72314;Trabajadores sin operación de maquinarias de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas y telefonía- No calificados
72319;Trabajadores sin operación de maquinarias de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas y telefonía- Calificación ign
72321;Operadores de maquinaria y/o equipos electromecánicos de la construcción edilicia, de obras de infraestructura y de la distribución de energía, agua potable, gas y telefonía Calificació
72322;Operadores de maquinaria y/o equipos electromecánicos de la construcción edilicia, de obras de infraestructura y de la distribución de energía, agua potable, gas y telefonía Calificació
72323;Operadores de maquinaria y/o equipos electromecánicos de la construcción edilicia, de obras de infraestructura y de la distribución de energía, agua potable, gas y telefonía- Calificaci
72324;Operadores de maquinaria y/o equipos electromecánicos de la construcción edilicia, de obras de infraestructura y de la distribución de energía, agua potable, gas y telefonía- No calific
72329;Operadores de maquinaria y/o equipos electromecánicos de la construcción edilicia, de obras de infraestructura y de la distribución de energía, agua potable, gas y telefonía- Calificaci
72331;Operadores de sistemas y/o equipos informatizados de la construcción edilicia, de obras de infraestructura y de la distribución de energía, agua potable, gas y telefonía Calificación pr
72332;Operadores de sistemas y/o equipos informatizados de la construcción edilicia, de obras de infraestructura y de la distribución de energía, agua potable, gas y telefonía Calificación té
72333;Operadores de sistemas y/o equipos informatizados de la construcción edilicia, de obras de infraestructura y de la distribución de energía, agua potable, gas y telefonía Calificación op
72334;Operadores de sistemas y/o equipos informatizados de la construcción edilicia, de obras de infraestructura y de la distribución de energía, agua potable, gas y telefonía- No calificados
72339;Operadores de sistemas y/o equipos informatizados de la construcción edilicia, de obras de infraestructura y de la distribución de energía, agua potable, gas y telefonía Calificación ig
80111;Cuenta propia sin operación de maquinarias de la producción Industrial y artesanal - Calificación profesional
80112;Cuenta propia sin operación de maquinarias de la producción Industrial y artesanal- Calificación técnica
80113;Cuenta propia sin operación de maquinarias de la producción Industrial y artesanal - Calificación operativa
80119;Cuenta propia sin operación de maquinarias de la producción Industrial y artesanal - Calificación ignorada
80121;Cuenta propia con operación de maquinarias de la producción industrial y artesanal Calificación profesional
80122;Cuenta propia con operación de maquinarias de la producción Industrial y artesanal- Calificación técnica
80123;Cuenta propia con operación de maquinarias de la producción Industrial y artesanal- Calificación operativa
80129;Cuenta propia con operación de maquinarias de la producción Industrial y artesanal- Calificación ignorada
80131;Cuenta propia con operación de sistemas y/o equipos informatizados de la Producción industrial y artesanal Calificación profesional
80132;Cuenta propia con operación de sistemas y/o equipos informatizados de la Producción industrial y artesanal Calificación técnica
80133;Cuenta propia con operación de sistemas y/o equipos informatizados de la Producción industrial y artesanal - Calificación operativa
80139;Cuenta propia con operación de sistemas y/o equipos informatizados de la Producción industrial y artesanal - Calificación ignorada
80201;Jefes de la producción industrial y artesanal- Calificación profesional
80202;Jefes de la producción industrial y artesanal- Calificación técnica
80203;Jefes de la producción industrial y artesanal- Calificación operativa
80209;Jefes de la producción industrial y artesanal- Calificación ignorada
80311;Trabajadores sin operación de maquinarias de la producción
80312;Trabajadores sin operación de maquinarias de la producción industrial y artesanal- Calificación técnica
80313;Trabajadores sin operación de maquinarias de la producción industrial y artesanal- Calificación operativa
80314;Trabajadores sin operación de maquinarias de la producción industrial y artesanal- No calificados
80319;Trabajadores sin operación de maquinarias de la producción industrial y artesanal- Calificación ignorada
80321;Operadores de maquinaria y/o equipos electromecánicos de la producción Industrial y artesanal- Calificación profesional
80322;Operadores de maquinaria y/o equipos electromecánicos de la producción Industrial y artesanal- Calificación técnica
80323;Operadores de maquinaria y/o equipos electromecánicos de la producción Industrial y artesanal- Calificación operativa
80324;Operadores de maquinaria y/o equipos electromecánicos de la producción Industrial y artesanal - No calificados
80329;Operadores de maquinaria y/o equipos electromecánicos de la producción Industrial y artesanal- Calificación ignorada
80331;Operadores de sistemas y/o equipos informatizados de la producción industrial y artesanal Operadores de sistemas y/o equipos informatizados de la producción industrial y artesanal - Cal
80332;Operadores de sistemas y/o equipos informatizados de la producción industrial y artesanal - Calificación técnica
80333;Operadores de sistemas y/o equipos informatizados de la producción industrial y artesanal - Calificación operativa
80334;Operadores de sistemas y/o equipos informatizados de la producción industrial y artesanal- No calificados
80339;Operadores de sistemas y/o equipos informatizados de la producción industrial y artesanal - Calificación ignorada
81131;Cuenta propia de la producción de software - Calificación profesional
81132;Cuenta propia de la producción de software - Calificación técnica
81133;Cuenta propia de la producción de software - Calificación operativa
81139;Cuenta propia de la producción de software - Calificación ignorada
81201;Jefes de la producción de software- Calificación profesional
81202;Jefes de la producción de software- Calificación técnica
81203;Jefes de la producción de software- Calificación operativa
81209;Jefes de la producción de software- Calificación ignorada
81331;Operadores de sistemas y/o equipos informatizados de la producción de software- Calificación profesional
81332;Operadores de sistemas y/o equipos informatizados de la producción de software- Calificación técnica
81333;Operadores de sistemas y/o equipos informatizados de la producción de software- Calificación operativa
81334;Operadores de sistemas y/o equipos informatizados de la producción de software- No calificado
81339;Operadores de sistemas y/o equipos informatizados de la producción de software- Calificación ignorada
82111;Cuenta propia sin operación de maquinarias de la reparación de bienes de consumo - Calificación profesional
82112;Cuenta propia sin operación de maquinarias de la reparación de bienes de consumo - Calificación técnica
82113;Cuenta propia sin operación de maquinarias de la reparación de bienes de consumo - Calificación operativa
82119;Cuenta propia sin operación de maquinarias de la reparación de bienes de consumo - Calificación ignorada
82121;Cuenta propia con operación de maquinaria y/o equipos electromecánicos de la reparación de bienes de consumo- Calificación profesional
82122;Cuenta propia con operación de maquinaria y/o equipos electromecánicos de la reparación de bienes de consumo- Calificación técnica
82123;Cuenta propia con operación de maquinaria y/o equipos electromecánicos de la reparación de bienes de consumo- Calificación operativa
82129;Cuenta propia con operación de maquinaria y/o equipos electromecánicos de la reparación de bienes de consumo- Calificación ignorada
82131;Cuenta propia con operación de sistemas y/o equipos informatizados de la reparación de bienes de consumo- Calificación profesional
82132;Cuenta propia con operación de sistemas y/o equipos informatizados de la reparación de bienes de consumo- Calificación técnica
82133;Cuenta propia con operación de sistemas y/o equipos informatizados de la reparación de bienes de consumo- Calificación operativa
82139;Cuenta propia con operación de sistemas y/o equipos informatizados de la reparación de bienes de consumo- Calificación ignorada
82201;Jefes de la reparación de bienes de consumo - Calificación profesional
82202;Jefes de la reparación de bienes de consumo - Calificación técnica
82203;Jefes de la reparación de bienes de consumo - Calificación operativa
82209;Jefes de la reparación de bienes de consumo - Calificación ignorada
82311;Trabajadores sin operación de maquinarias de la reparación de bienes de consumo - Calificación profesional
82312;Trabajadores sin operación de maquinarias de la reparación de bienes de consumo - Calificación técnica
82313;Trabajadores sin operación de maquinarias de la reparación de bienes de consumo- Calificación operativa
82314;Trabajadores sin operación de maquinarias de la reparación de bienes de consumo- No calificados
82319;Trabajadores sin operación de maquinarias de la reparación de bienes de consumo- Calificación ignorada
82321;Operadores de maquinaria y/o equipos electromecánicos de la reparación de bienes de consumo- Calificación profesional
82322;Operadores de maquinaria y/o equipos electromecánicos de la reparación de bienes de consumo- Calificación técnica
82323;Operadores de maquinaria y/o equipos electromecánicos de la reparación de bienes de consumo- Calificación operativa
82324;Operadores de maquinaria y/o equipos electromecánicos de la reparación de bienes de consumo- No calificados
82329;Operadores de maquinaria y/o equipos electromecánicos de la reparación de bienes de consumo- Calificación ignorada
82331;Operadores de sistemas y/o equipos informatizados de la reparación de bienes de consumo- Calificación profesional
82332;Operadores de sistemas y/o equipos informatizados de la reparación de bienes de consumo- Calificación técnica
82333;Operadores de sistemas y/o equipos informatizados de la reparación de bienes de consumo- Calificación operativa
82334;Operadores de sistemas y/o equipos informatizados de la reparación de bienes de consumo- No calificados
82339;Operadores de sistemas y/o equipos informatizados de la reparación de bienes de consumo- Calificación ignorada
90111;Cuenta propia sin operación de maquinarias de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes - Calificación profesional
90112;Cuenta propia sin operación de maquinarias de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes - Calificación técnica
90113;Cuenta propia sin operación de maquinarias de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes- Calificación operativa
90119;Cuenta propia sin operación de maquinarias de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes- Calificación ignorada
90121;Cuenta propia con operación de maquinaria/equipos electromecánicos de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes Calificación profesional
90122;Cuenta propia con operación de maquinaria/equipos electromecánicos de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes
90123;Cuenta propia con operación de maquinaria/equipos electromecánicos de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes Calificación operativa
90129;Cuenta propia con operación de maquinaria/equipos electromecánicos de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes Calificación ignorada
90131;Cuenta propia con operación de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes- Calificación profesional
90132;Cuenta propia con operación de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes- Calificación técnica
90133;Cuenta propia con operación de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes- Calificación operativa
90139;Cuenta propia con operación de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinarias y equipos de la producción de bienes- Calificación ignorada
90201;Jefes de la instalación y mantenimiento de maquinaria y equipos dela producción de bienes- Calificaciónprofesional
90202;Jefes de la instalación y mantenimiento de maquinaria y equipos dela producción de bienes- Calificación técnica
90203;Jefes de la instalación y mantenimiento de maquinaria y equipos dela producción de bienes- Calificación operativa
90209;Jefes de la instalación y mantenimiento de maquinaria y equipos dela producción de bienes- Calificación ignorada
90311;Trabajadores sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación profesional
90312;Trabajadores sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación técnica
90313;Trabajadores sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación operativa
90314;Trabajadores sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes- No calificados
90319;Trabajadores sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación ignorada
90321;Operadores de maquinaria/equipos electromecánicos de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación profesional
90322;Operadores de maquinaria/equipos electromecánicos de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación técnica
90323;Operadores de maquinaria/equipos electromecánicos de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación operativa
90324;Operadores de maquinaria/equipos electromecánicos de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes- No calificados
90329;Operadores de maquinaria/equipos electromecánicos de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación ignorada
90331;Operadores de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación profesional
90332;Operadores de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación técnica
90333;Operadores de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación operativa
90334;Operadores de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes- No calificados
90339;Operadores de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinaria y equipos de la producción de bienes Calificación ignorada
91111;Cuenta propia sin operación de maquinarias del desarrollo tecnológico productivo- Calificación profesional
91112;Cuenta propia sin operación de maquinarias del desarrollo tecnológico productivo Calificación técnica
91113;Cuenta propia sin operación de maquinarias del desarrollo tecnológico productivo Calificación operativa
91119;Cuenta propia sin operación de maquinarias del desarrollo tecnológico productivo Calificación ignorada
91121;Cuenta propia con operación de maquinarias y/o equipos del desarrollo tecnológico productivo- Calificación profesional
91122;Cuenta propia con operación de maquinarias y/o equipos del desarrollo tecnológico productivo- Calificación técnica
91123;Cuenta propia con operación de maquinarias y/o equipos del desarrollo tecnológico productivo- Calificación operativa
91129;Cuenta propia con operación de maquinarias y/o equipos del desarrollo tecnológico productivo- Calificación ignorada
91131;Cuenta propia con operación de sistemas y/o equipos informatizados del desarrollo tecnológico productivo- Calificación profesional
91132;Cuenta propia con operación de sistemas y/o equipos informatizados del desarrollo tecnológico productivo- Calificación técnica
91133;Cuenta propia con operación de sistemas y/o equipos informatizados del desarrollo tecnológico productivo- Calificación operativa
91139;Cuenta propia con operación de sistemas y/o equipos informatizados del desarrollo tecnológico productivo- Calificación ignorada
91201;Jefes del desarrollo tecnológico productivo- Calificación profesional
91202;Jefes del desarrollo tecnológico productivo- Calificación técnica
91203;Jefes del desarrollo tecnológico productivo - Calificación operativa
91209;Jefes del desarrollo tecnológico productivo - Calificación ignorada
91311;Trabajadores sin operación de maquinarias del desarrollo tecnológico Calificación profesional
91312;Trabajadores sin operación de maquinarias del desarrollo tecnológico Calificación técnica
91313;Trabajadores sin operación de maquinarias del desarrollo tecnológico Calificación operativa
91314;Trabajadores sin operación de maquinarias del desarrollo tecnológico- No calificados
91319;Trabajadores sin operación de maquinarias del desarrollo tecnológico Calificación ignorada
91321;Operadores de maquinaria y/o equipos electromecánicos de ocupaciones del desarrollo tecnológico productivo Calificación profesional
91322;Operadores de maquinaria y/o equipos electromecánicos de ocupaciones del desarrollo tecnológico productivo Calificación técnica
91323;Operadores de maquinaria y/o equipos electromecánicos de ocupaciones del desarrollo tecnológico productivo Calificación operativa
91324;Operadores de maquinaria y/o equipos electromecánicos de ocupaciones del desarrollo tecnológico productivo- No calificados
91329;Operadores de maquinaria y/o equipos electromecánicos de ocupaciones del desarrollo tecnológico productivo Calificación ignorada
91331;Operadores de sistemas y/o equipos informatizados de ocupaciones del desarrollo tecnológico productivo Calificación profesional
91332;Operadores de sistemas y/o equipos informatizados de ocupaciones del desarrollo tecnológico productivo Calificación técnica
91333;Operadores de sistemas y/o equipos informatizados de ocupaciones del desarrollo tecnológico productivo Calificación operativa
91334;Operadores de sistemas y/o equipos informatizados de ocupaciones del desarrollo tecnológico productivo- No calificados
91339;Operadores de sistemas y/o equipos informatizados de ocupaciones del desarrollo tecnológico productivo Calificación ignorada
92111;Cuenta propia sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación profesional
92112;Cuenta propia sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación técnica
92113;Cuenta propia sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación operativa
92119;Cuenta propia sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación ignorada
92121;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación profesional
92122;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación técnica
92123;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación operativa
92129;Cuenta propia con operación de maquinarias y/o equipos electromecánicos de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación ignorada
92131;Cuenta propia con operación de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación profesional
92132;Cuenta propia con operación de sistemas y/o equipos informatizados de la Instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación técnica
92133;Cuenta propia con operación de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios - Calificación operativa
92139;Cuenta propia con operación de sistemas y/o equipos informatizados de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios - Calificación ignorada
92201;Jefes de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios Jefes de la instalación y mantenimiento de maquinaria y equipos de la prestación de servici
92202;Jefes de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación técnica
92203;Jefes de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación operativa
92209;Jefes de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación ignorada
92311;Trabajadores sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios - Calificación profesional
92312;Trabajadores sin operación de maquinarias de la instalación y mantenimiento de maquinaria y equipos de la prestación de servicios- Calificación técnica
